0.008289374	0.0033449158	-0.014955055	-0.011750866	-0.013827432	0.030414667	0.038070742	0.005866755	-0.031822108	-0.0070295446	0.037597213	0.012453556	0.043657575	0.04495224	0.006353818	0.033333395	-0.013624489	0.020666484	-0.040629804	0.038549844
0.077646255	-0.18288858	-0.1904281	0.38500842	-0.12834582	-0.16359745	0.1074957	-0.07262759	0.3139395	-0.22524662	-0.39476112	-0.3377996	0.24739861	-0.31827348	0.16515613	-0.009617491	-0.4090436	-0.1860608	0.03394546	-0.20900208
-0.43932948	0.46160272	-0.44107506	-0.5420346	0.42845115	0.4298748	0.38619432	0.34898993	-0.5080477	-0.28106943	-0.059318643	0.50504637	0.3824037	0.5278868	0.13721573	0.42270452	0.57738435	0.49795642	-0.11939406	0.5556445
-0.3958162	0.43355507	-0.38456473	-0.5027949	0.44760528	0.4641941	0.39277813	0.32571498	-0.45936924	-0.22483933	-0.03656258	0.53782976	0.3552173	0.49902952	-0.009894188	0.35440737	0.50463694	0.4152694	-0.10819574	0.50961065
-0.42111465	-0.54231095	0.4922586	0.56577325	-0.5282797	-0.5136038	0.18042451	0.43060982	0.47631347	-0.4839758	-0.4404834	-0.52268785	0.34896	-0.4467806	0.49136013	0.33425084	-0.5851208	-0.33686507	-0.4372409	-0.6169354
-0.05207391	0.015000831	-0.06954264	0.1374165	-0.054341305	-0.08535632	0.09909916	0.0779713	0.09591512	-0.067322776	-0.09381269	-0.09145258	0.076375306	-0.047617856	0.07219448	0.022439657	-0.1743262	0.029296717	-0.03612966	-0.05264826
-0.39750758	0.48210794	-0.41091275	-0.5339495	0.40936032	0.5036683	0.35403216	0.41466466	-0.4189031	-0.23891595	-0.12509273	0.51507884	0.41039824	0.45357615	0.10642966	0.42132294	0.5432905	0.46261463	-0.059406497	0.5552026
-0.405295	0.41708833	-0.43982953	-0.5034938	0.4155424	0.5159531	0.36011857	0.32460237	-0.4196592	-0.255517	-0.13646264	0.48999476	0.39874774	0.43979368	0.04696671	0.35662445	0.555953	0.38097447	-0.11579457	0.56609374
-0.42791858	0.40564823	-0.37084204	-0.4993972	0.4028584	0.47480175	0.33938265	0.34935302	-0.44686228	-0.208474	-0.099940166	0.49544895	0.38008353	0.49694204	0.07695383	0.41868398	0.54926854	0.46025908	-0.071423	0.51211035
0.045592442	-0.19328086	0.05084319	0.35811064	-0.19159843	-0.15230112	-0.0068353293	-0.0439112	0.3541025	-0.114915386	-0.22121868	-0.27546608	0.07091877	-0.2699356	0.14747761	-0.041889228	-0.29104468	-0.2625547	-0.07797308	-0.23973449
0.0067603583	-0.03224695	-0.12546727	0.0967871	-0.018457852	-0.084127575	0.0939041	-0.051942367	0.03189021	-0.13637282	-0.13294193	-0.11413734	0.08024937	-0.09256231	0.0068316776	-0.020256465	-0.14575578	-0.02719078	0.060001366	-0.056866586
-0.038645033	-0.11995668	-0.02740738	0.21643014	-0.12074562	-0.14981751	0.09763942	0.051524926	0.17696235	-0.24516758	-0.2165168	-0.1846742	0.10862489	-0.18071692	0.08985256	0.07233291	-0.20973277	-0.10582213	-0.036783464	-0.1270975
-0.04351195	-0.09988568	0.17659491	0.23799688	-0.20591699	-0.09534927	-0.18289572	-0.10333097	0.20910318	0.07171497	0.11046077	-0.14497556	-0.20923853	-0.10687069	0.010661369	-0.18163154	-0.16564	-0.06285346	-0.013502709	-0.23893459
0.045881465	0.06254045	0.079094745	0.058576487	-0.11248241	-0.016901616	-0.04593345	-0.0764673	0.023069676	0.115313284	0.20280546	-0.021830335	-0.14441921	-0.03925666	-0.081095144	-0.09067448	-0.03874767	0.009862432	0.06988619	-0.046857618
-0.07536487	-0.12706757	-0.092700966	0.2196342	-0.08930198	-0.1950591	0.16432121	0.07460291	0.23109536	-0.25762698	-0.1855734	-0.17096825	0.19773756	-0.20177573	0.12310731	0.07997426	-0.2806182	-0.08544201	-0.096021615	-0.23199055
0.16823797	-0.26848844	-0.15155591	0.33013815	-0.17557013	-0.011921993	-0.13800088	-0.17137788	0.21803553	-0.06826694	-0.12917325	-0.30533946	-0.12885612	-0.2852981	-0.03847048	-0.14223014	-0.31010303	-0.19820029	0.17202224	-0.1643054
